year;month;day;data
2011;12;10;[['ilmastokokous', 'vielä', 'vailla', 'tulostaa'], ['a', 'ajokeli', 'paikoin', 'erittäin', 'huono'], ['karkkila', '2?', 'rekka', 'ja', 'bussi', 'turma'], ['mies', 'taata', 'ajo', 'tv2', 'klo', '11', '55']]
2011;12;11;[['kioto', 'ilmastosopimus', 'jatkaa'], ['ilmastosopu', 'pettymysjärjestö'], ['voimakas', 'maanjäristys', 'meksiko'], ['suomi', 'kärki', 'lapsensurma'], ['koivu', 'koivu', 'minnesota', 'loistovire'], ['urheiluviikonloppu', 'jännitettävä']]
2011;12;12;[['james', 'hirvisaari', 'vihapuhetuomio'], ['ranua', 'syntyä', 'jääkarhunpentu'], ['yle', 'vaalikone', 'olla', 'avattu'], ['eurooppa', 'pörssi', 'hieman', 'miinus']]
2011;12;13;[['urheiluopistosäätiö', 'syyte'], ['nimi', 'eu', 'sopimus', 'maaliskuu'], ['sampo', 'pankki', 'suomi', 'kohti', 'taantuma'], ['aktn', 'esitutkinta', 'viedä', 'viikko'], ['granlund', 'pikkuleijona', 'kapteeni'], ['kingsin', 'ennätysluotsi', 'potku']]
2011;12;14;[['suomi', 'raha', 'eu', 'krisiissä', '10', 'mrd'], ['belgia', 'surmaaja', 'viides', 'uhri'], ['outokumpu', 'irtisanoa', '200'], ['velka', 'järjestely', 'nostaa', 'usea'], ['solbergista', 'latvala', 'tallitoveri']]
2011;12;15;[['katainen', 'suomi', 'vastuu', 'ei', 'kasvaa'], ['suomalaissurma', 'epäilty', 'pidätetty'], ['yle', 'vero', 'suuri', 'kannatus'], ['mikael', 'granlund', 'melkoinen', 'liideri']]
2011;12;16;[['yle', 'rahoitus', 'yle', 'vero'], ['paine', 'aktn', 'räty', 'ympärillä', 'kasvaa'], ['vattenfall', 'myydä', 'suomi', 'toiminta'], ['icc', 'gaddafin', 'surma', 'ehkä', 'sotarikos'], ['tiilikainen', 'puolustaa', 'mäki', 'johtaja']]
2011;12;17;[['liikanen', 'eurooppa', 'aika', 'käydä', 'vähä'], ['vanhanen', 'kannattaa', 'määräenemmistö'], ['aamulehti', 'kansa', 'hyväksyä', 'yle', 'vero'], ['ranska', 'ja', 'britannia', 'riita'], ['filippiini', 'tulvauhri', 'yli', 'sata']]
2011;12;18;[['filippiini', 'jo', '500', 'kuoltu'], ['indonesia', 'sata', 'hukka', 'meri'], ['väkivalta', 'jatkua', 'tahririn', 'aukio'], ['joka', 'kymmenes', 'työ', 'ilmainen'], ['selänne', 'huikea', 'vastaanotto'], ['poutiainen', 'kamppailla', 'pujottelu']]
2011;12;19;[['p', 'korea', 'kim', 'jong', 'il', 'olla', 'kuoltu'], ['p', 'korea', 'ei', 'toimiva', 'ydinase'], ['pohjois', 'korea', 'kiristää', 'valvonta'], ['tuomioja', 'kukaan', 'ei', 'jää', 'kaivata'], ['saab', 'jätti', 'konkurssihakemus'], ['nordea', 'talous', 'notkahtaa', 'hetki']]
2011;12;20;[['lomautusvaroitus', 'yhä', 'enempi'], ['vm', 'synkentää', 'talousennuste'], ['hautala', 'moittia', 'asevientipäätös'], ['facebook', 'selitys', 'uskottava'], ['iihf', 'tutkia', 'ruotsi', 'taktikointi']]
2011;12;21;[['armei', 'armeija', 'uskollinen', 'p', 'korea', 'kimi'], ['venäjä', 'vapauttaa', 'nettiaktivisti'], ['vr', 'kilpailija', 'kiska', '20127'], ['ekp', 'lähtö', 'pankki', 'apu'], ['suomi', 'nousta', 'fifa', 'ranking']]
2011;12;22;[['kapteeni', 'ja', 'perämies', 'epäilty'], ['oh', 'ohjuslaiva', 'vaara', 'myrsky', 'vuoksi'], ['kymmenen', 'kuoltu', 'bagdad', 'isku'], ['joululiikenne', 'vilkas'], ['barkov', 'jr', 'tehdä', 'jääkiekkohistoria']]
2011;12;23;[['syyria', 'pääkaupunki', 'pommi', 'isku'], ['uusi', 'elintarvikelaki', 'saada', 'moite'], ['vaclav', 'havel', 'haudata', 'tänään'], ['nettisuora', 'klo', '13', 'yle', 'fi', 'uutinen'], ['teemu', 'selänne', 'pisteputki', 'poikki'], ['tottenham', 'ja', 'chelsea', 'pistejäkoon']]
2011;12;24;[['suomi', 'alus', 'öljyntorjunta'], ['ruotsi', 'ölyvuoto', 'kohti', 'suomi'], ['suomi', 'hiljetä', 'joulunvietto'], ['joulurauha', 'julistus', 'klo', '11', '55'], ['moskova', 'tänään', 'suurmielenosoitus'], ['kiina', 'haastaa', 'eu', 'oikeus']]
2011;12;25;[['ö1', 'jyntor', 'junta', 'alus', 'yhä', 'satama'], ['nigerialainen', 'kirkko', 'pommi', 'isku'], ['kymmenen', 'haitilainen', 'hukkunut'], ['betlehem', 'hiljetä', 'jouluyö', 'messu']]
2011;12;26;[['sata', 'tuhat', 'vailla', 'sähkö'], ['poli', 'kehottaa', 'pysyä', 'sisä'], ['myrsky', 'siirtyä', 'norja', 'ruotsi'], ['myrsky', 'pysäyttää', 'juna', 'ruotsi'], ['miami', 'antaa', 'kyyti', 'nba', 'mestari']]
2011;12;27;[['sähkö', 'katketa', 'ennätysmoni'], ['uusi', 'myrsky', 'riehua', 'pohjanmaa'], ['ruotsalaistoimittaja', '11', 'vuo'], ['filppula', 'ohittaa', 'rinne', 'kaksi'], ['kanada', 'antaa', 'pikkuleijona', 'kyyti']]
2011;12;28;[['sähkötön', 'talous', 'noki', '160', '000'], ['tasoristeys', 'varoittaa'], ['junaliikenne', 'takuta', 'edessä'], ['kännyliikenne', 'paljo', 'häiriö'], ['kim', 'jong', 'il', 'haudata', 'tänään'], ['poutiainen', 'lienzin', 'suurpujottelu']]
2011;12;29;[['sähköpulma', 'varautua', 'surkea'], ['sähkö', 'vielä', 'noki', '60', '000', 'talous'], ['lituksen', 'info', 'yle', 'fi', 'uutinen', '13', '45'], ['toimeentulovaikeus', 'yhä', 'enempi'], ['pikkulei', 'pikkuleijona', 'upea', 'voitto', 'usa']]
2011;12;30;[['myrsky', 'myrsky', 'puutuho', '120', 'miljoona'], ['sähkö', 'yhä', 'alla', '30', '000', 'täloutta'], ['katainen', 'lupa', 'ikävä', 'päätös'], ['asunto', 'halveta', 'marraskuu'], ['hirvonen', 'yle', 'urheilu', 'blogisti'], ['kimmo', 'timonen', 'kausi', 'avausmaali']]
2011;12;31;[['raketti', 'paukkumaa', 'iltakuusi'], ['kim', 'jong', 'un', 'armeija', 'komentaja'], ['keskus', 'kiriä', 'laskenut', '5dptä'], ['merkel', 'yhteistyö', 'euro', 'hyvä'], ['pikkulei', 'pikkuleijona', 'murska', 'tanska', '10', '1'], ['usa', 'lle', 'nöyryytys', 'karsintasarja']]
2011;02;01;[['thl', 'rokote', 'lisä', 'narkolepsia'], ['lupa', 'sitkeä', 'korko', 'nousu'], ['osuuspankki', 'maksu', 'viivästyä'], ['kairo', 'tänään', 'suurmielenosoitus'], ['evakuointilento', 'vaikeus'], ['ruotsi', 'usea', 'dopingkäry', 'jä?']]
2011;02;02;[['stubb', 'paluulento', 'voi', 'estyä'], ['o'], ['bama', 'vallanvaihto', 'käynti', 'heti'], ['wincapita', 'oikeudenkäynti', 'olla', 'alkanut'], ['australia', 'myrsky', 'hengenvaarallinen'], ['jemen', 'presidentti', 'vetäytymä'], ['olympiavoittaja', 'thorpe', 'tehdä', 'paluu']]
2011;02;03;[['teliasonera', 'vähentää', '165', 'suomi'], ['työperäinen', 'ihmiskauppa', 'lisääntynyt'], ['syömishäiriö', 'luultu', 'yleinen'], ['australia', 'myrskytuho', 'arvioida'], ['egypti', 'jännite', 'jatkua'], ['ac', 'oulu', 'jäädä', 'ilma', 'liigalisenssi']]
2011;02;04;[['tahrir', 'aukio', 'täyttyä', 'protestoija'], ['finnair', 'aikoa', 'vähentää', '450'], ['vanhanen', 'olla', 'valiokunta', 'kuultava'], ['pekkarinen', 'häirintätieto', 'vakava'], ['työryhmä', 'kunta', 'johtaa', 'syyni'], ['poutiainen', 'iskuasema', 'saksa']]
2011;02;05;[['matkapuhelinhäiriö', 'korjattu'], ['mubarak', 'antaa', 'kansa', 'yhä', 'odottaa'], ['sähkökatka', 'hidas', 'korvaus'], ['pellinen', 'ski', 'crossin', 'mm', 'hopea']]
2011;02;06;[['muslimivel', 'muslimiveljeskunta', 'neuvotella'], ['toimeentulotuki', 'raahata', 'jälki'], ['koivisto', 'paluumuuttoidea', 'ei', 'kgbn'], ['egypti', 'pankki', 'avata', 'ovi'], ['sandell', 'taistella', '2', 'kierros']]
2011;02;07;[['juna', 'viime', 'vuosi', 'ennätysmyöhä'], ['nuori', 'psyykeongelma', 'liioitella'], ['tampere', 'ampuja', 'etsiä', 'yhä'], ['yhdysvalta', 'suuri', 'mediakauppa'], ['assange', 'oikeus', 'edessä', 'britannia'], ['mäki', 'ja', 'yhdistetty', 'mm', 'joukkue']]
2011;02;08;[['lipponen', 'puhe', 'kantelu'], ['etelä', 'erittäin', 'huono', 'ajokeli'], ['kunta', 'alkaa', 'hyljätä', 'palkkatarjous'], ['nainen', 'super', 'g', 'avata', 'mm', 'alppi', 'tv2']]
2011;02;09;[['nokia', 'markkinaosuus', 'romahtaa'], ['hini', 'kaataa', 'perusterve', 'teho'], ['kunta', 'talous', 'para', 'viime', 'vuosi'], ['al', 'oaida', 'egyptiläinen', 'jihad'], ['andreas', 'romar', 'super', 'g', 'tv2']]
2011;02;10;[['nainen', 'euro', 'ei', 'tahtoa', 'nousta'], ['itämeri', 'sitoumus', 'punnita'], ['shefki', 'kugi', 'siirtyä', 'newcastleen']]
2011;02;11;[['noki', 'ja', 'microsoft', 'liittoutua'], ['yle', 'julkistaa', 'wikileaks', 'materiaali'], ['bo', 'carpelan', 'olla', 'kuoltu'], ['kaivosala', 'haluta', 'sijoitusyhtiö'], ['hirvonen', 'aloittaa', 'vahva', 'ruotsi'], ['elitserienin', 'pisterohmu', 'leijöniin']]
2011;02;12;[['lipponen', 'kiistää', 'wikileaksin', 'tieto'], ['kilpajuoksu', 'bu'], ['vr', 'ottaa', 'käyttö', 'routa', 'aikataulu'], ['egypti', 'juhlia', 'mubarakin', 'ero'], ['mm', 'alppi', 'mies', 'syöksy', 'tv2', 'www'], ['hirvonen', 'aloittaa', 'lauantai', 'vahva']]
2011;02;13;[['kunta', 'palkkaneuvottelu', 'jatkua'], ['lähipäivä', 'pakkanen', 'paukkua'], ['kairo', 'olla', 'palata', 'arki'], ['mm', 'alppinaisten', 'syöksykisaä', 'tv2', 'www'], ['hirvonen', 'kasvattaa', 'johto', 'ruotsi']]
2011;02;14;[['talvi', 'pakkasennätys', 'rikki', '37', '9'], ['laivaturvallisuus', 'huolettaa', 'usa'], ['kai', 'kaija', 'saariaho', 'ooppera', 'grammy'], ['tuote', 'poisveto', 'ennätysmäärä'], ['romar', 'jälleen', 'kisarinne', 'tv2', 'www']]
2011;02;15;[['nokia', 'osake', 'vajota', 'pohjalukema'], ['pakkanen', 'piina', 'junaliikenne'], ['myöhästynyt', 'maksu', 'perillä', 'tänään'], ['usa', 'lähetystö', 'niinistö', 'superstar'], ['wincapita', 'epäilty', 'kiistää', 'syyte'], ['väkivalta', 'jatkua', 'bahrain']]
2011;02;16;[['porvoo', 'surma', '15', 'vuosi', 'tuomio'], ['afganistan', 'operaatio', 'muuttunut'], ['hallberg', 'toimia', 'sopimaton'], ['valiokunta', 'ei', 'syyte', 'vanhanen'], ['alppihiihto', 'mm', 'joukkuekisa', 'tv2']]
2011;02;17;[['talvi', 'pakkasennätys', '40', '1', 'aste'], ['suomalainen', 'jumi', 'tansania'], ['perussuomalainen', 'ja', 'sdp', 'tasa'], ['outokumpu', 'toimitusjohtaja', 'vaihtua'], ['suurpujottelu', 'alku', 'siirtyä', 'tv2'], ['arsenal', 'kaataa', 'barcelona', 'lontoo']]
2011;02;18;[['elop', 'ostaa', 'nokia', 'miljoona'], ['noki', 'hävitä', 'saksa', 'patenttikiista'], ['inflaatio', 'jo', 'kolme', 'prosentti'], ['koskinen', 'varomatto', 'rusi', 'lausunto'], ['mies', 'mm', 'suurpujottelu', 'tv2', 'www'], ['jarkko', 'ruutu', 'siirtyä', 'anaheimiin']]
2011;02;19;[['katainen', 'keskusta', 'eväs', 'vähä'], ['bahrain', 'oppositio', 'ei', 'neuvotella'], ['kiviniemi', 'suosittu', 'pääministeri'], ['tanja', 'poutiainen', 'mitalivauhti', 'tv'], ['niklas', 'bäckström', 'pysäyttää', 'anaheimin']]
2011;02;20;[['pakkanen', 'paljo', 'palohälytys'], ['libya', 'lähellä', 'sisällissota'], ['ruoka', 'hinta', 'vaarallinen', 'korkea'], ['kuka', 'juhlia', 'pujottelussa?', 'tv2', 'www'], ['jarkkö', 'ruutu', 'mäalasi', 'heti', 'ducksille']]
2011;02;21;[['lupa', 'pouta', 'ja', 'kipakka', 'pakkanen'], ['ay', 'liike', 'työehto', 'ei', 'eu', 'asia'], ['libya', 'yrittää', 'hajottaa', 'osa'], ['um', 'höllentää', 'egypti', 'rajoitus'], ['formula', '1', 'kausi', 'avaus', 'siirtymä']]
2011;02;22;[['65', 'kuolla', 'u', 'seelanti', '|', 'järistys'], ['christchurch', 'olla'], ['upseeri', 'haukkua', 'presidentti', 'halonen'], ['yk', 'turvaneuvosto', 'koko', 'libya'], ['nhl', 'ovetshkin', 'upottaa', 'pittsburghin']]
2011;02;23;[['sasi', 'ministerijuttu', 'hovioikeus'], ['yk', 'tuomita', 'libya', 'väkivaltaisuus'], ['uusi', 'seelanti', 'hätätila'], ['halfpipe', 'maailmancup', 'rukka', '2011']]
2011;02;24;[['gaddafi', 'taistella', 'valta'], ['kolme', 'suomalaistaa', 'kohti', 'libya'], ['uhrimäärä', 'kasvaa', 'christchurchissa']]
2011;02;25;[['liikanen', 'esittää', 'jatkokausi'], ['5ää', 'lauhtua', 'viikonloppu'], ['libya', 'esittää', 'pakote'], ['ö1', 'jyn', 'hinta', 'kääntyä', 'lasku'], ['jyväskylä', 'mm', 'ralli', 'kurvata', 'etelä']]
2011;02;26;[['urpilainen', 'lapsivähennys', 'taata'], ['kymmenen', 'alus', 'jää', 'saartama'], ['bbc', 'afganistan', 'siviiliuhri'], ['valta', 'vaihtua', 'irlanti'], ['yhdistetty', 'mäki', 'avata', 'päivä', 'tv2', 'www']]
2011;02;27;[['spr', 'ryhmä', 'olla', 'yhä', 'tunisissa'], ['libya', 'pakote', 'yksimielinen', 'sopu'], ['irlanti', 'uusi', 'velkaneuvottelu', 'ja?'], ['j', 'jokinen', 'iskeä', '100', 'nhl', 'osuma'], ['hautamäki', 'mukaan', 'joukkuekilpailu']]
2011;02;28;[['erikoissairaanhoito', 'ehkä', 'valtio'], ['gaddafi', 'vähätellä', 'yk', 'pakote'], ['kuningas', 'puhe', 'kahmia', 'oscareita'], ['kauppa', 'alkaa', 'neuvottelu', 'h', 'hetki'], ['yhdistetty', 'joukkuekisa', '12', '15', 'tv2'], ['koivuniemi', 'dramaattinen', 'tappio']]
2011;03;01;[['thl', 'perusturva', 'ei', 'riittää', 'kohtuus'], ['helmikuu', 'olla', 'harvinainen', 'kylmä'], ['ruotsi', 'kasvuvauhti', 'lyödä', 'ällikällä'], ['uusi', 'ajoneuvovero', 'voimaa', 'tänään'], ['lähteenmäki', 'ja', 'saarinen', 'sprintti'], ['minnesota', 'playoff', 'haavi', 'kolaus']]
2011;03;02;[['noki', 'perusta', 'tehdas', 'vietnam'], ['tuttipullo', 'materiaali', 'vaihtua'], ['libya', 'tuskin', 'aiheuttaa', 'öljykriisi'], ['yhdistetty', 'suurmäki', 'tv2', 'www']]
2011;03;03;[['egypti', 'pääministeri', 'ero'], ['julkinen', 'talous', 'kunto', 'yllättää'], ['pikkutie', 'uhka', 'paluu', 'soratie'], ['kiina', 'varoittaa', 'toimittaja'], ['nhl', 'suomalaisvahti', 'rankka', 'ilta']]
2011;03;04;[['itä', 'libya', 'taas', 'ilmaisku'], ['eu', 'johtaja', 'kokoontua', 'helsinki'], ['vuokra', 'nousutahti', 'hidastua'], ['yhdistetty', 'ja', 'mies', 'viesti', 'tv2'], ['heikkinen', 'ei', 'hätkähtää', 'ankkurointi'], ['len', 'mikä', 'tahansa', 'voi', 'tapahtua']]
2011;03;05;[['soini', 'eläkerahasijoitus', 'suomi'], ['pam', 'päivähoito', 'tuntitaksa'], ['taistelu', 'libya', 'jatkua'], ['spr', 'iso', 'avustuslasti', 'tunisia'], ['mäki', 'amin', 'tehnyt', 'iso', 'asia'], ['mm', 'ampumahtihdon', 'pikakisa', 'tv2', 'www']]
2011;03;06;[['tripoli', 'kiivas', 'tulitus'], ['libya', 'vangittu', 'brittisotilas'], ['postilaiset', 'miettiä', 'vastatoimi'], ['viro', 'valita', 'uusi', 'parlamentti'], ['ogier', 'kärki', 'hirvonen', 'kolmas'], ['martin', 'fourcade', 'taata', 'ajo', 'ykkönen']]
2011;03;07;[['suomalaismies', 'kadota', 'pohjanmeri'], ['keskus', 'oikeisto', 'voittaa', 'viro'], ['usa', 'saattaa', 'kajota', 'öljyvarasto'], ['2', 'hätätiedotejärjestelmä', 'kokeilu'], ['salibandyliiga', 'puolivälieräpari']]
2011;03;08;[['sampo', 'pankki', 'ennustaa', '3', '2', 'kasvu'], ['gaddafin', 'väittää', 'hierova', 'sopu'], ['biden', 'tavata', 'valtiojohto'], ['saido', 'mohamed', 'vuosi', 'pakolaisnainen']]
2011;03;09;[['postilaki', 'läpi', 'eduskunta'], ['tukea', 'nosto', 'innostaa', 'opiskella'], ['kansannnousut', 'jatkunut', 'kiivas'], ['clinton', 'lentokielto', 'yk', 'päätös'], ['mäkäräinen', 'taas', 'mitalijahti', 'tv2']]
2011;03;10;[['akt', 'laittaa', 'finnlinesin', 'saarto'], ['e', 'olla', 'hamuta', 'vattenfallin', 'omaisuus'], ['bbc', 'ryhmä', 'hakata', 'libya'], ['libya', 'taistelu', 'jatkua'], ['kansäajien', 'vaalitentti', 'klo', '12', 'tvi'], ['saku', 'koivu', 'onnistunut', 'paluu']]
2011;03;11;[['tuhoisa', 'tsunami', 'iskeä', 'japani'], ['uutinen', 'klo', '12', '05', 'ja', 'klo', '13', 'tvi'], ['japani', 'tsunami', 'valtava', 'tuho'], ['japani', 'aina', '450', 'suomalaistaa'], ['tsunamivaroitus', 'tyynimeri'], ['japani', 'japaninjäristys', 'heikentää', 'jeni']]
2011;03;12;[['inen', 'uutislähetys', 'tvi', 'klo', '13'], ['stuk', 'ydinturma', 'riski', 'lisääntynyt'], ['um', 'jatkaa', 'suomalainen', 'tavoittelu'], ['japani', 'pyy', 'apu', 'järistysalue'], ['eu', 'kriisirahasto', 'ei', 'vahvistaa']]
2011;03;13;[['japani', 'jo', '10', '000', 'kuoltu'], ['fukushimassa', 'tilata', 'taas', 'vakava'], ['sata', 'suomalaistaa', 'tavoittanatta'], ['tv', 'uutinen', 'klo', '13'], ['yle', 'fi', 'uutinen'], ['ville', 'leino', 'hurjastella', 'kypärätemppu']]
2011;03;14;[['kakkosreaktori', 'jäähdytysongelma'], ['tsunami', 'olla', 'liika', 'ydinvoimala'], ['kaikki', 'japani', 'suomalainen', 'kunto'], ['vääntö', 'libya', 'lentokielto', 'jatkua'], ['taitoluistelu', 'mm', 'kisa', 'peruttu']]
2011;03;15;[['fukushimassa', 'uusi', 'räjähdys'], ['säteily', 'olla', 'noussut', 'fukushimassa'], ['kiina', 'ei', 'kohonnut', 'säteily'], ['stuk', 'ei', 'terveysvaikutus', 'suomi'], ['määräinen', 'tv', 'uutinen', 'klo', '12', 'ja', '13']]
2011;03;16;[['somali', 'perhehakemus', 'ruuhka'], ['bahrain', 'mielenosoitus', 'nujerrettu'], ['libya', 'lentokielto', 'luonnosteilla']]
2011;03;17;[['u', 'suomalainen', 'pois', 'tokio'], ['tuk', 'jäähdytystöimet', 'vaatimaton'], ['atria', 'vähentää', 'väki', 'nurmo'], ['um', 'suosittaa', 'välttää', 'bahrain'], ['mäkäräinen', 'pikamatka', 'tv2', 'www']]
2011;03;18;[['ilmaisku', 'libya', 'voida', 'alkaa', 'pian'], ['laiton', 'työntekijä', 'rapsu'], ['easyjet', 'lopettaa', 'lento', 'suomi'], ['jo', 'neljä', 'ropsin', 'pelaaja', 'vangittu']]
2011;03;19;[['benghazissa', 'uusi', 'taistelu'], ['ruoka', 'säteily', 'japani'], ['eu', 'ydinvoimala', 'sama', 'sääntö'], ['maahanmuutta', 'maahanmuuttajatyttö', 'uhri', 'leima'], ['mari', 'riesch', 'voittaa', 'kristallipallo']]
2011;03;20;[['ylimääräinen', 'uutinen', '13', '30', 'ja', '15', '10'], ['kamppailu', 'fukushimassa', 'jatkua'], ['t5', 'soini', 'kelvata', 'punamulta'], ['lepistö', '0', '3', 'columbus', 'voitokas']]
2011;03;21;[['fukushiman', 'työntekijä', 'evakuoida'], ['gaddafin', 'hallintorakennus', 'isku'], ['hätäkeskusuudistus', 'saada', 'moite'], ['eläkeläinen', 'luokkaero', 'kasvaa'], ['suomi', 'hakea', 'japani', 'taitoluistelu']]
2011;03;22;[['levottomuus', 'jatkua', 'libya'], ['libya', 'operaati', 'vietävä', 'loppu'], ['japani', 'kuolonuhri', 'jo', 'yli', '9', '000'], ['kotitalous', 'velka', '104', 'mrd'], ['presidenttifoorumi', 'yle', 'fi', 'klo', '10', '14'], ['rengas', 'nousta', 'f1', 'valokeila']]
2011;03;23;[['tokio', 'vesi', 'vaarallinen', 'lapsi'], ['tutkia', 'ja', 'länsimaa', 'sota', 'libya'], ['vm', 'talous', 'kasvaa', 'tämä', 'vuosi', '3', '6'], ['homokampan', 'homokampanja', 'erottaa', 'kansa', 'kirkko'], ['15', 'jonatan', 'johansson', 'ura', 'olla', 'ohi']]
2011;03;24;[['työnteki', 'työntekijä', 'vamma', 'fukushimassa'], ['liittouma', 'kiistää', 'siviiliuhri'], ['gaddafin', 'jouko', 'tulittaa', 'misrataa'], ['pakkoruotsi', 'kannatus', 'vähäinen'], ['ässä', 'tehohyökkääjä', 'kausi', 'ohi'], ['selänne', 'jälleen', 'anaheimin', 'sankari']]
2011;03;25;[['suomalainen', 'käyttää', 'rahanpesu'], ['fukushimassa', 'epäily', 'vaurio'], ['gaddafin', 'lähipiiri', 'neuvotella'], ['myanmar', 'järistys', 'kuolla', '70'], ['solberg', 'hyökätä', 'hirvonen', 'kanta']]
2011;03;26;[['fukushiman', 'merivesi', 'säteily'], ['afp', 'ajdabiya', 'kapinallinen'], ['rehn', 'kanta', 'ehdokkuus', 'syksy'], ['nokia', 'tappio', 'patenttikiista'], ['vettel', 'vakuuttava', 'paalupaikka']]
2011;03;27;[['säteily', 'lisääntyä', 'fukushimassa'], ['määräinen', 'tv', 'uutinen', 'klo', '14', '00', 'tvi'], ['stuk', 'uskoa', 'säteilynjäävä', 'meri'], ['ranska', 'tuhota', 'libyalaiskone'], ['vettel', 'ylivoimainen', 'australia'], ['kerttu', 'niskanen', 'hiihtää', 'mestari']]
2011;03;28;[['berlusconi', 'puolustautua', 'oikeus'], ['soini', 'erityislupa', 'eu', 'rahasto'], ['teollisuus', 'luottamus', 'vahvistua'], ['kuluttaja', 'luottamus', 'heikentyä'], ['viikonloppu', 'sää', 'saattaa', 'lämmetä']]
2011;03;29;"[['obama', 'puolustaa', 'libya', 'operaatio'], ['suomi', 'passiivisuus', 'ihmetyttää'], ['fukushimaa', 'tarkkailla', 'tiukka'], ['lainanmaksu', 'hymyvuosi', 'kohta', 'ohi'], ['selänne', 'täysi', 'pitelemätön;', '3', '2']]"
2011;03;30;[['jari', 'räsänen', 'vaatia', 'vankeus'], ['myllylä', 'kuultava', 'epo', 'käyttö'], ['meri', 'säteily', 'nousta', 'fukushimassa'], ['tuhoutunut', 'ydinreaktori', 'purkaa'], ['suomi', 'yltää', 'dtsoniaukko'], ['teliasoneran', 'työnseisaus', 'alkaa']]
2011;03;31;[['säteily', 'kasvaa', 'yhä', 'japani', 'meri'], ['libya', 'vastuu', 'siirtyä', 'nato'], ['ulkomaalainen', 'rikos', 'kasvu'], ['opintotuki', 'palauttaa', 'yhä', 'harva'], ['tp5', 'vahti', 'joni', 'ortiolle', 'nhl', 'sopimus'], ['syyttäjä', 'hiihto', 'doping', 'ohjelma']]
2011;04;01;[['libya', 'salainen', 'neuvottelija'], ['norsunluurannikko', 'gbagbo', 'ahdas'], ['suuri', 'väitellä', 'talous'], ['posti', 'varastaa', 'arvokirje'], ['vancouver', 'voittaa', 'nhl', 'runkosarja']]
2011;04;02;[['rehn', 'kysyä', 'libya', 'päätös', 'syy'], ['fukushimassa', 'löytyä', 'vuotokohta'], ['japani', 'pääministeri', 'tuhoalue'], ['turvaneuvosto', 'tuomita', 'yk', 'isku'], ['blues', 'päihittää', 'jypin', 'toistaa'], ['kiprusoff', 'torjua', 'voiton', 'calgary']]
2011;04;03;[['yhä', 'usea', 'lapsi', 'syödä', 'kehno'], ['häkämies', 'hornet', 'puolustaa', 'suomi'], ['fukushiman', 'vuoto', 'yhä', 'tukkia'], ['gaza', 'raportti', 'olla', 'nyt', 'erilainen'], ['robert', 'helenius', 'tyrmäysvoitto'], ['joensuu', 'ja', 'jokinen', 'maali', 'maku']]
2011;04;04;[['tepco', 'upottaa', 'säteilyvesi', 'meri'], ['soini', 'ja', 'katainen', 'hallitus', 'hankala'], ['virasto', 'näpäyttää', 'radioasema'], ['jemen', 'kiista', 'ratkaisuesitys'], ['selänne', 'hieno', 'kunnianosoitus']]
2011;04;05;[['turkki', 'sairaalalaiva', 'suomalainen'], ['suomi', 'mukaan', 'libya', 'suunnittelu'], ['gbagbo', 'neuvotella', 'antautumisesta?'], ['kauppa', 'lakoinen', 'neuvotella']]
2011;04;06;[['gbagbon', 'ero', 'ehkä', 'kyse', 'tunti'], ['suomi', 'talous', 'kasvaa', 'reipas'], ['outokumpu', 'aloittaa', 'yt', 'neuvottelu'], ['kevät', 'kevätjää', 'petollinen', 'vaarallinen'], ['rinne', 'ja', 'lehtonen', 'torjua', 'voitto']]
2011;04;07;[['portugali', 'hakea', 'eu', 'hätäapu'], ['katainen', 'eduskunta', 'päättää', 'avustaa'], ['korkman', 'portugali', 'pyyntö', 'odotettu'], ['madagaskar', 'myrkkykalaepidemia'], ['rick', 'nash', 'kanada', 'mm', 'joukkue'], ['maija', 'löytynojalle', 'mm', 'pronssi']]
2011;04;08;[['kiviniemi', 'portugali', 'autettava'], ['eu', 'ministeri', 'koko', 'portugali'], ['voimala', 'varavoima', 'japani'], ['uusimaa', 'suuri', 'keskipalkka'], ['myrkkymaito', 'tappaa', 'lapsi', 'kiina'], ['mediuutiset', 'rasvaimu', 'lisääntynyt']]
2011;04;09;[['tiitinen', 'pääministerikisa', 'avoin'], ['usa', 'historiallinen', 'säästökuuri'], ['kriisi', 'paheta', 'norsunluurannikko'], ['islantilainen', 'äänestää', 'icesavesta'], ['kovalainen', 'jälleen', '19nteen', 'ruutu'], ['selänne', 'viedä', 'anaheimin', 'playoff']]
2011;04;10;[['jää', 'liike', 'lounais', 'suomi'], ['areva', 'lahjustutkinta', 'saksa'], ['nato', 'tuhota', 'libya', 'panssarivaunu'], ['islanti', 'tyrmätä', 'icesave', 'korvaus'], ['vettel', 'johtaa', 'joukko', 'malesia'], ['carolina', 'tie', 'nousta', 'pysty', 'nhl']]
2011;04;11;[['kauppa', 'ala', 'sovintoesitys'], ['planin', 'keräyskampanja', 'keskeyttää'], ['japani', 'jälleen', 'tsunamivaroitus'], ['nhl', 'pudotuspelipari', 'selvillä'], ['schwartzel', 'voittaa', 'u', 's', 'mastersin']]
2011;04;12;[['fukushima', 'nousta', 'tsernobylin', 'taso'], ['tulvahuippu', 'vielä', 'pääsiäinen'], ['hs', 'perussuomalainen', 'lasku'], ['ennakkoäänestys', 'päättyä', 'tänään']]
